Semester,Year,Repository,Action,Author,Repo_ID,Assignees,Close_date,Closed_by,Request_Status,Reviewers,Review_Recommendation,Tagged,week
Spring,2022,t0079,commit,p0082,421f8083743b419a54c22000b73b175bf1f0d13a,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2022,t0079,commit,p0082,e2efcb70ad82827c0dc0461cecdf979adbb4139b,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2022,t0079,comment,p0012,1121413415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12
Fall,2020,t0080,commit,p0446,b36b7c46185354b6fa655afb5a5a72240176b99c,N/A,N/A,N/A,N/A,N/A,N/A,,13
Fall,2020,t0080,commit,p0446,14773fa26a21dbaaf82d3126a266439e1290e0a7,N/A,N/A,N/A,N/A,N/A,N/A,,12
Fall,2020,t0080,commit,p0446,68a8a1fc4332516f972599e11099a7ad7781e3c3,N/A,N/A,N/A,N/A,N/A,N/A,,5
Fall,2020,t0080,commit,p0446,35c90aa66b23d83352321097601b0955616f3257,N/A,N/A,N/A,N/A,N/A,N/A,,5
Fall,2020,t0080,commit,p0446,38ad060f5df57fa306e520b8dfac003e662731af,N/A,N/A,N/A,N/A,N/A,N/A,,5
Fall,2020,t0080,commit,p0446,84c3ce7afdc7df5953b2fb3b1f2aefe898e11ac4,N/A,N/A,N/A,N/A,N/A,N/A,,5
Fall,2020,t0080,commit,p0469,b1959d195fbe8b4e024e410a9e86f228b75c58f9,N/A,N/A,N/A,N/A,N/A,N/A,,5
Fall,2020,t0080,commit,p0446,9d915a76e8fd90ef118f42b3ceae7ce9b0e41bc4,N/A,N/A,N/A,N/A,N/A,N/A,,5
Fall,2020,t0080,commit,p0469,6b1396ce96ab11b2db5a2c8cfd090cf2d1ba5213,N/A,N/A,N/A,N/A,N/A,N/A,,5
Fall,2020,t0080,commit,p0446,4b5aa27b886b97bedede8e9a3a17b975e0419765,N/A,N/A,N/A,N/A,N/A,N/A,,5
Fall,2020,t0080,commit,p0446,0cb041afc43b4e28b4e29c07836bab7d66ffe7db,N/A,N/A,N/A,N/A,N/A,N/A,,5
Fall,2020,t0080,commit,p0446,43b96be814b13358209ca076beeaa103813abab9,N/A,N/A,N/A,N/A,N/A,N/A,,4
Fall,2020,t0080,commit,p0446,a30fd7f2bddca5b469cd868a9cac4abe797da9af,N/A,N/A,N/A,N/A,N/A,N/A,,4
Fall,2020,t0080,commit,p0446,aaa6978642b1ac2e5d3846127a9f7d4343f1743e,N/A,N/A,N/A,N/A,N/A,N/A,,4
Fall,2020,t0080,commit,p0446,6a1adb69c7c2c6bc6334cdea32950c6634993f84,N/A,N/A,N/A,N/A,N/A,N/A,,2
Spring,2020,t0081,commit,p0232,b205a3e4f91376d34ed2ff94d8d00b94cab40994,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,d996da272a5add2dbc54d8ecd7697a36005d5e04,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,c251eaada66700434b8c96f63a83e9babe903c8e,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0017,d35105bb1442b00414ebd1396acb698624c186bc,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0017,4ada6144a22ca687997bccd24a7d32c1ac611cec,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,d01922faf6a25ec92b54dc2abbaab552376a6130,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,2ee441eb33bda0af70901e913874720f703f012d,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,10edf798e61a08328fd680e734fae1d22b5c3aaa,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,cbe62d9e5cde0f43f013ef084bbc81693b013640,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,19b767b28a4cf1179bba551e081339ecdcf44c47,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,2dc5238a2d149348e7ff1ceab3308b251f00e670,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,f9a6f638e3cae875fc3d3b40255e3799265580f4,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,403e96d86b812eafc178004887581c265e1c02de,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,3c351129536218cbb2a6c2dcd70a1834adca08fa,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,48d9bad7226a7b7e69b26fd163cb574b4e40366c,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,1c944dfd6a2551e2f449a676bbe41455d5c253e5,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,a4ebb0c334faa82f2da42e879805b438374cfa34,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,f75e71598a7dd0562f5f4f43ba128fadd2a24d91,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,7a23a197540769f0a5c51a2880be2a27f1fefe74,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,619c872f1dbead334b93ef5650052f608851a2b5,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,f5e0a40f4ca011955f09000294e03f1f64c0a141,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0081,commit,p0232,422e7351d1c09ea9e70722634efda89db736a69a,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,286ca634c8fc64c350db535f01b04dac9b7169f4,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,ba4b218dfb1ffda56e304c063270f121bc1d860d,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,fc61c6bf3851f43624241ce114435bb227a11575,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,2371f641d477e99ee0fe63f6d6a69d0b1f193ffd,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,b892731d463e587481f2775d8740509b26493f02,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,5233227e1ea48ef0eb9e036c469bb7a5e9e80105,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,c5cc088fca19ea15ab11bc0c6030b03be1603554,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,84f5ab46d266d23de69733298e608f4193c51fc8,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,6c4c2988c98a3ae8590eb763a66d1dc952406467,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,1cfe32a8d15b0348ec80098c63eb594f2cbd8e16,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,c38db187108a31ec1129610e2a31a25f5718797d,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,635c3d0fad81fc09c140c44143cd9954fd8caea0,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,00825579e9d8b338cc947fd0c6d3574dc2ec3c0a,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,b1b146e906b5b4eba8da89b6a6406577a9a90cfa,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0214,9aa3924f6ea49458f0bf37b714834d1e9132e9fe,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0280,f7b5f69d7e3962878c459134bc3b36aeaa87e45e,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0280,19307818bf6660f3e1aa498d6812af69282017b3,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0280,673f2bb04f4a435c09b052cfd0eb32e89adc99f5,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0280,b8d307ebe2b49d26a7b69994b9a024db66e68328,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0280,e3d1d8be912a64a710716843afa5f8fbdea6c5d4,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0280,680557b080db4b460a78718f71d0a3ae70fcc827,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0280,e8cf1308d595c826b675fa9e5a8956ce308ff788,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,7e92224eafb3aaa1f166fd96e79b117e66ace4c6,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,db963f1d61250c5970847e00ddff2e882e84e428,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,45d54aa51c9b7ee039ce5d0c678f839f17a62659,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0280,0ffe793d517f5ee6326665129fbb907013562e3d,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,99d0c23798f7c5214c03d3a17abeaee3a2102bcb,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0280,187852a3b23bcb6495b84b0e7ea327048c041003,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0280,32d422267da76bd15d4119d94fe43c0e38cb6660,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,f78274239885838bd53c4718f156ec2f6fed59da,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,883def15e2d631717869e2abbc492d173d30635c,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,58d220a6bb8f39f49a2d267a9acbedeee7e68fc0,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,c6f380568b21189e32641f5c105130d931c802f1,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,5b32778a567f4146a2ce9400dda5c7185184b22e,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,82cd891bb6c85c507caff8992746d930bb17ebfe,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,e32a2e78a9da73296573c7d9c661f1aef1796d90,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,1bf61073b03a8c383e403a9dde7cad3ae38608a6,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,32658f2da4b24be5d3ec3a58a24b1d5c7c503228,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,1ec25de7f80298145ac8865717137472af110ab9,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,57fe155c5c4cbe49a33e8d5752eb39a81559e3f4,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,62f949857e48be7d0dd1b3a0ac1c65d5d3f55912,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,7019bc5a586fed6a415e09f559d47dc6816b1f8b,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0362,6666f420474b6a89f78bb2215e6ae4930db074bb,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0280,171178390ebc81d91b4021423e65d4b67e9972cd,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0362,812067bcd3ed4d5f6cccdad4320e18dfec850001,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0362,82f4b9828396c74e93cfcfe1790f5b1f0f71ef81,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,47b230b87020de4fe22cc464ab6de387dba79f3f,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,0ea899e5a7ffacaa6409569a1a3d49aacdf7801e,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,24deb590f6bbd6711dc91cca428a140911559cad,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,63537701d0008280a538a1504e93ad3aa52dd64b,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,f65b555e1c7aad926f7babea37ea20605e7c9a96,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0362,034d4c364ceba88668d89ab19193f3f96a0786cb,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0362,f558117e620d3eafea4a43aa5f238620b1717df3,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0362,3e4c5faaf19cd010e18ef394459a2ec0f95d9c97,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0362,fe8b4b91fd84a1243041ef0f40acd4b7516878a3,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0362,f5739ddf326a75779bf00b6da377e79c4b6969a0,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0081,commit,p0232,ab54d02ad2982ac8a49aab8b2e16914388cb9e18,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0280,fdfd3920d4cd8de800f769087c9e7fe93bdd51f1,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0232,5f21ace4eb432d72911b7a4624e33259bc1b3608,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0280,4f1ae637964b9bb6d49d994c4110050540a5617a,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0232,daf95f7a63c377a6ba126421b383e3c795a0daee,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0232,64b3854cfd1cdb33c36d0c8405b47fbe3b3a28dd,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0232,45af4e6a94760baa2b5ea5be8f07978835fbf72d,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0232,b30ef14a49a77759b1634353f27822d75f87c423,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0232,79b175dca71ee4de61cab6050bae61a45a17ba94,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0232,45c4fab236401a3cb0a8ea1d5813f03d87cb1345,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0232,f2e3509652018e426d386c2b682ebd07b4885afb,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0232,bdd1dff33385f16e458ae77f1e85b07c5ddab29d,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0232,0bcf51f6d8f9c14fd6cbb6fdb72046eeae29cd15,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0232,2571fdb063c4b3001d6d050595e1cce70d12e92a,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0280,dd320ab32765ef8e715ede3fa7adf034cfea1456,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0362,483b0008e2faf61968abc388ff3611f9de4fd8d6,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0362,e2af8f3ccef946fd884e43ecdaf896e1198815e7,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0081,commit,p0280,06b29dfb141d69b76c34781026099c002a6cc00f,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0081,commit,p0232,0f7e207ae83b4e33794f20b31384e7071ed5229c,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0081,commit,p0232,f6a5eb1eb7afae24a27ccccd9573df74c0bca90d,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0081,commit,p0232,03ef197d0183b14b59df471cdd62b9caf592d796,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0081,commit,p0232,7560c0a036f831af156a3cc99a9f4727357449ad,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0081,commit,p0232,2b2a89398a0c52b174c9c3eb868bbd88935a8628,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0081,commit,p0232,87e14f00e6ad04ab5ee0e786a44ccfb8ea71ed16,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0081,commit,p0232,bf3285a44d6389c0973a6f13374146945e23d56a,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0232,d0205ede480f7efc61b3e3916b07dfa4c794cf31,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0280,4ef10c89d1a3fe6287b3f1f9f28ff220dadba2e1,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0280,5f5495cd34af37ba632cf08171a43eeb738c74a3,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0280,f8de53117350e0e6e7178c1d99bfd26aae6eab1e,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0232,0c6a2f339481949912019edb5c434294343f16c1,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0280,45dfbc7f2d4a23c2df673a170d6f6fe7d347bcc2,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0232,39d596dd96b98f17b2583d757b180380e1715c45,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0362,2545dd002ca8166494d975e8d6e369a6e1e6b39d,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0362,ff569b9baa63a29f7ce005dd0d870a226d5ba42b,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0232,8099a2d15765b106d590419edba001a782113969,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0214,d7874ae20035f3254cb86ab0c7fbf33d3c2dba13,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0232,1ef0da932b6c3a3c5935fb271dd33ae00a15cc9f,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0232,2a46705246582bf932a29b712537903a0847b3fb,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0232,aaa2e815c4e547e6e8036945300705b121ed5196,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0232,32a1222aba933a609f27bb4a3fa45819e24c2636,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0280,44deef44d3e3a54416e1c105cc6212fc297aacb5,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0017,b2c62c46d9e044e2354cad76afcc83dd351f9347,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0362,4ce32bf99290f0bd95e7f8990d53429a88e10507,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0081,commit,p0280,2f903580ae6627aaca10fd0f8ba11c460cfd49b4,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0081,commit,p0362,14dab83bea0f8b5704628b1cb93e88a8dd36c32c,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0081,commit,p0280,005f8241dd503c42f7c6cfe73a2143afb30ebc98,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0081,commit,p0017,c912366c8d08c4335c37258732caadf860f6cee9,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0081,commit,p0362,184717cd4482a2990b7c02aef3e48df9d6da40a0,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0081,commit,p0362,872857331f83cf2f775fe7a5ce68759f13038632,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0081,commit,p0232,22b01e376f81a147e2ba170260cd9eb90a91ea82,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0081,commit,p0017,240a217de85cf9f077d90e41734fda75f9ab7f47,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0081,commit,p0232,4a71faa28cf26804f5bb84a07667a0402e8f9a92,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0081,commit,p0232,5afe3eb2f2cafc6f412ff7fbe539b2e27f2db662,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0081,commit,p0232,dfb4b88cbf0ef7c04c9db31492cea5dea07fb134,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0081,commit,p0232,48fe79d97c7d5c563f90b6b4a16a658fed3cbbd8,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0081,commit,p0232,a669a7f68e82ae91d107d47df5f44c18dafcdae9,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0081,commit,p0232,26fe95af9fb1dd42ffd0f7519934ea54d1ce0d24,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0081,commit,p0232,a71def6e8deaa9f3223eb02787f22c20812d1677,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0081,commit,p0232,2152eb6235427d68ff018c0cdcbee6078d1f3828,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0081,commit,p0017,b16d2c43568d80352be4e62dc518dab5c5c13184,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0081,commit,p0232,9512a3ccf971761f3cad6d92a274d67fcb51e2b9,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0081,commit,p0232,b179f68a16920ce188d016b9d93040172f662e13,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0081,commit,p0232,b0221b59bc59ded5e47cd45910a0a4ffeca8fd76,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0081,commit,p0232,adbd6bf1cadc1bae0fe650edfd82fce281a83960,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0081,commit,p0232,0b3e79b0afb426b3ecec8363f2b46b52cb51343d,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0081,commit,p0232,0bdc05bea223be6ec490cd42c2eb972a78e17bbd,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0081,commit,p0232,5149c990daa9b9c6eabb40c1c7599d580fabf81c,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0081,commit,p0232,e21fb01f86d0c4cdc0041aad577cdcdaf441e9a2,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0081,commit,p0232,99408308b1b94554396148800acbf2d290554e78,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0081,commit,p0232,b819b2b864b9c4e67d076e268f0eeba308005538,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0362,48195cbffedffe3d5014fc19b41c95fd9db2d73a,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0362,a0c0382d710268b20bc9e4f6917c244757399e66,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0362,c99bbbecb3023ee75b18f491bfdf8393aac6caa8,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0362,a1cb53711a9868b32affd0e7f10b361b0e945d47,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0362,95dbda8c00f4b0ecac4bae0b4eb5a047b51faef4,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0362,33297b2970fcab84b62a3d42da5a3acf415534d8,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0362,48a3b21428740e55bf9b536eed49c09c9c2e90c9,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0232,61b152d7ab8c1ead761a47db7707f0301edf2bbe,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0232,a218e1074cc6218cad6caf89e40a3ec345f011a5,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0232,cec4cc919feb9997754ef57bff374f736e9946a1,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0362,8efb663c3137d01d07beefe9d480bf1ea882d66d,N/A,N/A,N/A,N/A,N/A,N/A,,5
Spring,2020,t0081,commit,p0017,3d8e6016f3edb25e99c31b2c20ab47c2fe7b0839,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0017,5043ad0c3e0865b313db580254d773dd720292f7,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0017,57bb431a0523ee6ac97c61fba9f6157118a785d0,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0017,bf5dc29889714473ec5251309b76905421910f83,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0017,8d1ac70e02aea3514af1b4dfea93a0ed9bccbc67,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0017,efa771dc29fa17667bdcd9e1aa725ef2d49e5307,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0017,81a65b9f1979a290d4ddba06a15c73f6ffe4eeb7,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0214,243bcddaf4c1c80ef5464544dd26ab9c25b3acb9,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0214,eefe4deffac2b44e9d157522d54d41e1afc82510,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0362,2549c479f51ef10f42e11df2d56cd13dc4b2b894,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0362,48f2b5dcfc8882b2e836b9278947fb2c735aa977,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0017,5757f5cb7b7d07427f407bd451f07d0d1cf2fb9a,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0232,3026f830dd69bb7db77302547a084a169563c96c,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0232,1d80382683d15e5c7db737bf83b07ce1f58078e1,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0362,738128c4d54c952deda49a28158d7c8533e9e2b2,N/A,N/A,N/A,N/A,N/A,N/A,,4
Spring,2020,t0081,commit,p0017,95811c38fa4d6f093ae24499f2e5adfa214aa189,N/A,N/A,N/A,N/A,N/A,N/A,,4
